TimeStamp,ECG Data,GSR Data,EMG Data
11609,518,556,425
11616,531,560,774
11624,539,556,431
11632,539,558,382
11640,542,559,544
11649,540,556,441
11656,540,560,558
11664,486,556,500
11672,486,557,572
11680,472,559,670
11687,464,556,416
11697,483,560,496
11704,475,556,357
11712,483,558,432
11720,517,558,524
11728,512,556,424
11737,478,560,651
11744,462,557,586
11752,480,558,551
11760,491,559,640
11768,491,556,472
11777,509,560,534
11784,496,557,419
11792,505,558,356
11800,510,559,489
11807,501,556,415
11816,509,561,636
11825,505,556,528
11832,513,558,565
11840,517,559,638
11848,507,556,376
11856,543,561,656
11865,510,557,352
11872,492,558,446
11880,501,559,547
11888,492,556,485
11896,514,561,562
11905,515,557,410
11912,519,558,487
11920,515,559,675
11927,512,556,449
11936,528,561,579
11943,493,557,538
11953,490,559,507
11960,495,559,493
11968,484,557,413
11976,493,561,546
11984,492,557,402
11993,503,559,564
12000,502,560,643
12008,490,557,447
12016,489,561,635
12024,512,557,338
12033,580,559,512
12040,654,560,584
12047,711,557,447
12056,709,561,716
12064,553,557,379
12072,471,559,498
12081,436,559,492
12088,445,557,425
12096,488,561,548
12104,494,557,449
12112,483,560,568
12121,468,559,546
12128,466,557,467
12136,488,561,558
12144,476,557,422
12152,496,559,559
12161,500,559,507
12167,496,557,475
12176,511,562,621
12183,499,558,403
12192,508,560,597
12200,498,559,499
12208,504,557,399
12216,518,562,616
12224,506,558,437
12232,527,560,496
12240,541,560,500
12249,533,558,515
12256,532,562,640
12264,519,558,469
12272,535,560,552
12280,542,559,482
12288,524,558,442
12296,534,562,601
12303,521,558,562
12312,525,560,518
12320,516,560,487
12328,510,558,437
12337,495,562,613
12344,478,558,466
12352,499,560,493
12360,484,560,539
12368,472,558,517
12377,480,562,571
