TimeStamp,ECG Data,GSR Data
1027,505,65524
1033,503,65524
1040,483,65524
1046,467,65524
1052,451,65524
1060,496,65524
1067,517,65524
1073,538,65524
1080,544,65524
1086,557,65524
1093,548,65524
1100,537,65524
1106,523,65524
1114,497,65524
1120,486,65524
1126,499,65524
1133,489,65524
1139,493,65524
1146,490,65524
1154,425,65524
1160,385,65524
1166,479,65524
1173,559,65524
1180,652,65524
1186,631,65524
1193,555,65524
1200,541,65524
1206,480,65524
1213,442,65524
1220,535,65524
1225,568,65524
1233,441,65524
1241,379,65524
1246,468,65524
1253,688,65524
1260,682,65524
1266,604,65524
1273,551,65524
1281,530,65524
1286,531,65524
1293,449,65524
1300,493,65524
1306,555,65524
1313,546,65524
1320,510,65524
1327,506,65524
1333,463,65524
1340,411,65524
1346,466,65524
1353,483,65524
1360,547,65524
1367,557,65524
1373,528,65524
1380,519,65524
1386,512,65524
1393,469,65524
1400,477,65524
1406,450,65524
1412,469,65524
1420,477,65524
1426,545,65524
1433,584,65524
1440,576,65524
1446,558,65524
1454,525,65524
1460,502,65524
1466,471,65524
1473,415,65524
1480,494,65524
1486,574,65524
1494,579,65524
1499,557,65524
1506,521,65524
1513,485,65524
1520,453,65524
1526,386,65524
1533,401,65524
1541,536,65524
1546,578,65524
1553,577,65524
1560,563,65524
1566,549,65524
1573,534,65524
1581,526,65524
1586,519,65524
1593,447,65524
1599,424,65524
1606,416,65524
1613,440,65524
1620,562,65524
1626,635,65524
1633,618,65524
1640,573,65524
1646,548,65524
1653,522,65524
1660,518,65524
1667,502,65524
1673,472,65524
1680,376,65524
1685,329,65524
1693,313,65524
1700,367,65524
1707,449,65524
1713,566,65524
1720,587,65524
1726,583,65524
1733,547,65524
1740,548,65524
1746,539,65524
1754,526,65524
1760,524,65524
1766,521,65524
1772,515,65524
1780,477,65524
1786,415,65524
1794,401,65524
1800,528,65524
1806,580,65524
1813,600,65524
1820,588,65524
1826,564,65524
1833,540,65524
1840,520,65524
1846,520,65524
1853,497,65524
1859,457,65524
1866,411,65524
1873,451,65524
1881,504,65524
1886,547,65524
1893,548,65524
1900,531,65524
1906,510,65524
1913,499,65524
1921,487,65524
1926,454,65524
1933,431,65524
1940,423,65524
1945,431,65524
1953,475,65524
1960,502,65524
1966,517,65524
1973,525,65524
1980,518,65524
1986,504,65524
1993,490,65524
2000,453,65524
2007,461,65524
2013,539,65524
2020,547,65524
2026,530,65524
2032,493,65524
2040,531,65524
2046,582,65524
2053,578,65524
2060,477,65524
2066,499,65524
2073,589,65524
2080,580,65524
2086,561,65524
2094,540,65524
2100,515,65524
2106,530,65524
2113,504,65524
2119,440,65524
2126,515,65524
2134,609,65524
2140,598,65524
2146,536,65524
2153,480,65524
2160,531,65524
2166,563,65524
2173,555,65524
2180,540,65524
2186,526,65524
2193,513,65524
2200,524,65524
2206,514,65524
2213,503,65524
2220,509,65524
2226,468,65524
2233,442,65524
2240,533,65524
2246,546,65524
2253,493,65524
2260,471,65524
2266,418,65524
2273,492,65524
2280,646,65524
2286,593,65524
2293,580,65524
2300,581,65524
2306,553,65524
2313,527,65524
2320,525,65524
2326,515,65524
2333,505,65524
2340,489,65524
2347,487,65524
2353,474,65524
2360,453,65524
2366,463,65524
2373,463,65524
2380,520,65524
2386,580,65524
2393,585,65524
2400,571,65524
2406,553,65524
2413,534,65524
2420,523,65524
2426,518,65524
2434,479,65524
2440,463,65524
2446,480,65524
2453,475,65524
2460,455,65524
2466,524,65524
2473,487,65524
2480,478,65524
2486,557,65524
2492,557,65524
2500,531,65524
2506,475,65524
2513,464,65524
2521,562,65524
2526,575,65524
2533,550,65524
2540,525,65524
2546,512,65524
2553,508,65524
2561,516,65524
2566,514,65524
2573,494,65524
2579,458,65524
2586,411,65524
2593,473,65524
2600,560,65524
2607,537,65524
2613,550,65524
2620,544,65524
2626,540,65524
2633,550,65524
2640,549,65524
2647,533,65524
2653,522,65524
2660,516,65524
2666,513,65524
2673,501,65524
2679,484,65524
2686,469,65524
2693,467,65524
2700,455,65524
2706,465,65524
2713,516,65524
2720,518,65524
2726,527,65524
2734,521,65524
2740,525,65524
2746,553,65524
2753,544,65524
2760,525,65524
2765,522,65524
2774,514,65524
2780,506,65524
2786,500,65524
2793,486,65524
2800,482,65524
2806,452,65524
2813,433,65524
2821,512,65524
2826,551,65524
2833,537,65524
2840,531,65524
2846,510,65524
2853,491,65524
2861,424,65524
2866,408,65524
2873,390,65524
2880,377,65524
2886,425,65524
2893,464,65524
2900,532,65524
2906,590,65524
2913,595,65524
2920,583,65524
2926,562,65524
2933,537,65524
2940,531,65524
2947,513,65524
2952,485,65524
2960,430,65524
2966,435,65524
2973,545,65524
2980,579,65524
2987,576,65524
2993,561,65524
3000,558,65524
3006,544,65524
3013,522,65524
3020,519,65524
3026,507,65524
3034,486,65524
3039,452,65524
3046,467,65524
3053,524,65524
3060,484,65524
3066,428,65524
3074,495,65524
3080,560,65524
3086,547,65524
3093,490,65524
3100,493,65524
3106,500,65524
3113,490,65524
3120,452,65524
3125,448,65524
3133,478,65524
3140,504,65524
3146,503,65524
3153,491,65524
3161,491,65524
3166,494,65524
3173,500,65524
3180,516,65524
3186,478,65524
3193,406,65524
3201,464,65524
3206,560,65524
3212,595,65524
3220,549,65524
3226,564,65524
3233,591,65524
3240,584,65524
3246,574,65524
3253,565,65524
3260,551,65524
3266,534,65524
3273,514,65524
3280,502,65524
3287,507,65524
3293,502,65524
3300,503,65524
3306,511,65524
3312,519,65524
3320,546,65524
3326,549,65524
3333,543,65524
3340,529,65524
3346,476,65524
3353,445,65524
3360,517,65524
3366,566,65524
3374,580,65524
3380,549,65524
3386,528,65524
3393,515,65524
3400,505,65524
3406,510,65524
3412,506,65524
3420,501,65524
3426,501,65524
3433,491,65524
3440,464,65524
3446,445,65524
3453,460,65524
3460,505,65524
3466,516,65524
3473,455,65524
3480,485,65524
3486,551,65524
3493,556,65524
3500,539,65524
3506,526,65524
3512,491,65524
3520,462,65524
3526,495,65524
3533,501,65524
3540,461,65524
3546,504,65524
3553,573,65524
3560,580,65524
3566,560,65524
3573,523,65524
3580,487,65524
3587,489,65524
3593,503,65524
3599,511,65524
3606,519,65524
3613,417,65524
3620,397,65524
3627,506,65524
3633,548,65524
3640,583,65524
3646,573,65524
3653,526,65524
3660,505,65524
3666,513,65524
3674,501,65524
3680,489,65524
3686,469,65524
3693,466,65524
3699,491,65524
3706,458,65524
3714,401,65524
3720,448,65524
3726,542,65524
3733,573,65524
3740,568,65524
3746,563,65524
3753,535,65524
3760,520,65524
3766,506,65524
3773,477,65524
3780,465,65524
3785,504,65524
3793,524,65524
3801,505,65524
3806,489,65524
3813,486,65524
3820,494,65524
3826,466,65524
3833,380,65524
3841,381,65524
3846,403,65524
3853,430,65524
3860,525,65524
3866,569,65524
3873,550,65524
3880,532,65524
3885,532,65524
3893,526,65524
3900,510,65524
3906,491,65524
3913,490,65524
3920,530,65524
3927,576,65524
3933,575,65524
3940,560,65524
3946,543,65524
3953,457,65524
3960,446,65524
3966,517,65524
3973,549,65524
3980,563,65524
3985,539,65524
3993,525,65524
4000,536,65524
4006,521,65524
4014,500,65524
4020,484,65524
4026,443,65524
4033,438,65524
4040,452,65524
4046,475,65524
4054,540,65524
4060,564,65524
4066,545,65524
4073,515,65524
4080,488,65524
4086,451,65524
4093,447,65524
4101,480,65524
4106,486,65524
4113,444,65524
4120,382,65524
4126,406,65524
4133,522,65524
4141,565,65524
4146,577,65524
4153,556,65524
4160,548,65524
4166,550,65524
4172,535,65524
4180,554,65524
4186,551,65524
4193,523,65524
4200,503,65524
4206,469,65524
4213,484,65524
4220,531,65524
4227,570,65524
4233,579,65524
4240,575,65524
4246,559,65524
4253,517,65524
4259,526,65524
4267,538,65524
4273,539,65524
4280,515,65524
4286,498,65524
4293,448,65524
4300,450,65524
4306,503,65524
4314,593,65524
4320,603,65524
4326,571,65524
4333,566,65524
4340,537,65524
4346,519,65524
4354,486,65524
4359,497,65524
4366,497,65524
4373,460,65524
4380,424,65524
4386,431,65524
4393,494,65524
4400,536,65524
4406,532,65524
4413,562,65524
4420,558,65524
4426,532,65524
4433,525,65524
4441,534,65524
4446,526,65524
4453,494,65524
4460,466,65524
4466,472,65524
4473,464,65524
4481,452,65524
4486,471,65524
4493,540,65524
4500,556,65524
4506,558,65524
4513,555,65524
4520,549,65524
4527,527,65524
4532,513,65524
4540,494,65524
4546,473,65524
4553,441,65524
4560,453,65524
4567,457,65524
4573,453,65524
4580,511,65524
4586,551,65524
4593,572,65524
4600,560,65524
4606,552,65524
4613,526,65524
4619,504,65524
4626,502,65524
4633,493,65524
4640,474,65524
4646,444,65524
4654,448,65524
4660,511,65524
4666,542,65524
4673,503,65524
4680,488,65524
4686,530,65524
4692,552,65524
4700,535,65524
4706,516,65524
4713,513,65524
4720,513,65524
4726,494,65524
4733,477,65524
4740,477,65524
4746,457,65524
4753,510,65524
4760,525,65524
4766,488,65524
4773,486,65524
4780,522,65524
4786,552,65524
4792,558,65524
4800,525,65524
4806,518,65524
4813,510,65524
4820,496,65524
4826,484,65524
4833,458,65524
4840,414,65524
4846,398,65524
4853,449,65524
4860,542,65524
4867,565,65524
4873,564,65524
4879,561,65524
4886,546,65524
4893,523,65524
4900,526,65524
4907,529,65524
4913,507,65524
4920,507,65524
4926,502,65524
4933,473,65524
4940,431,65524
4946,428,65524
4954,483,65524
4960,526,65524
4965,577,65524
4973,586,65524
4980,563,65524
4986,544,65524
4994,527,65524
5000,521,65524
5006,515,65524
5013,498,65524
5020,474,65524
5026,437,65524
5033,291,65524
5040,248,65524
5046,307,65524
5053,491,65524
5060,628,65524
5066,589,65524
5073,557,65524
5081,592,65524
5086,630,65524
5093,595,65524
5100,565,65524
5106,541,65524
5113,526,65524
5121,506,65524
5126,451,65524
5133,454,65524
5140,529,65524
5146,541,65524
5152,500,65524
5160,520,65524
5167,562,65524
5173,567,65524
5180,549,65524
5186,516,65524
5193,478,65524
5200,525,65524
5207,537,65524
5213,509,65524
5220,473,65524
5226,462,65524
5233,444,65524
5239,513,65524
5246,545,65524
5253,502,65524
5260,477,65524
5266,465,65524
5273,448,65524
5280,494,65524
5286,494,65524
5294,419,65524
5300,362,65524
5306,433,65524
5313,510,65524
5320,556,65524
5325,559,65524
5334,508,65524
5340,474,65524
5346,445,65524
5353,513,65524
5360,598,65524
5366,592,65524
5373,568,65524
5381,549,65524
5386,530,65524
5393,528,65524
5400,529,65524
5406,534,65524
5412,528,65524
5421,536,65524
5426,514,65524
5433,476,65524
5440,484,65524
5446,521,65524
5453,564,65524
5460,548,65524
5466,520,65524
5473,494,65524
5480,522,65524
5486,530,65524
5493,520,65524
5500,538,65524
5507,546,65524
5513,534,65524
5520,516,65524
5526,513,65524
5533,523,65524
5540,515,65524
5547,456,65524
5553,424,65524
5560,494,65524
5566,530,65524
5573,565,65524
5580,576,65524
5586,552,65524
5594,549,65524
5600,539,65524
5606,525,65524
5613,498,65524
5620,473,65524
5626,446,65524
5634,489,65524
5640,558,65524
5646,578,65524
5653,515,65524
5659,493,65524
5666,524,65524
5673,524,65524
5680,510,65524
5686,513,65524
5693,518,65524
5700,504,65524
5706,503,65524
5713,497,65524
5721,497,65524
5726,496,65524
5733,495,65524
5740,499,65524
5746,504,65524
5753,507,65524
5760,505,65524
5766,496,65524
5773,496,65524
5780,500,65524
5786,502,65524
5793,510,65524
5800,514,65524
5806,508,65524
5813,502,65524
5820,501,65524
5826,499,65524
5833,494,65524
5840,498,65524
5846,501,65524
5853,491,65524
5860,497,65524
5866,505,65524
5873,480,65524
5880,487,65524
5886,487,65524
5893,489,65524
5900,503,65524
5906,510,65524
5913,496,65524
5920,502,65524
5926,497,65524
5933,510,65524
5940,508,65524
5946,496,65524
5953,510,65524
5960,509,65524
5966,514,65524
5974,535,65524
5980,531,65524
5986,529,65524
5993,522,65524
6000,525,65524
6006,533,65524
6013,523,65524
6020,530,65524
6026,534,65524
6032,526,65524
6040,537,65524
6046,541,65524
6053,542,65524
6061,538,65524
6066,550,65524
6073,541,65524
6080,554,65524
6086,558,65524
6093,552,65524
6100,548,65524
6106,551,65524
6113,549,65524
6119,534,65524
6126,525,65524
6133,535,65524
6140,547,65524
6147,537,65524
6153,540,65524
6160,537,65524
6166,530,65524
6173,495,65524
6180,508,65524
6187,532,65524
6193,524,65524
6200,507,65524
6206,457,65524
6213,410,65524
6220,405,65524
6226,387,65524
6234,448,65524
6240,517,65524
6246,526,65524
6253,539,65524
6260,549,65524
6266,550,65524
6274,555,65524
6280,567,65524
6286,572,65524
6292,535,65524
6300,529,65524
6306,531,65524
6313,521,65524
6320,520,65524
6326,526,65524
6333,515,65524
6340,497,65524
6346,503,65524
6353,515,65524
6361,496,65524
6366,485,65524
6373,558,65524
6379,608,65524
6386,525,65524
6393,467,65524
6401,444,65524
6406,451,65524
6413,505,65524
6420,530,65524
6426,582,65524
6433,546,65524
6440,481,65524
6447,558,65524
6453,501,65524
6460,485,65524
6466,432,65524
6473,434,65524
6480,428,65524
6487,442,65524
6493,473,65524
6500,454,65524
6506,479,65524
6513,521,65524
6520,539,65524
6526,463,65524
6533,463,65524
6539,489,65524
6546,512,65524
6553,511,65524
6560,488,65524
6566,498,65524
6574,533,65524
6580,540,65524
6586,556,65524
6593,563,65524
6600,556,65524
6606,555,65524
6614,506,65524
6620,495,65524
6625,485,65524
6633,516,65524
6640,524,65524
6646,545,65524
6653,535,65524
6660,528,65524
6666,485,65524
6673,518,65524
6680,567,65524
6686,506,65524
6693,456,65524
6701,439,65524
6706,458,65524
6713,486,65524
6720,471,65524
6725,491,65524
6733,525,65524
6740,518,65524
6746,556,65524
6753,509,65524
6760,464,65524
6766,470,65524
6773,488,65524
6780,469,65524
6787,501,65524
6793,493,65524
6800,462,65524
6806,488,65524
6813,506,65524
6820,575,65524
6825,509,65524
6833,493,65524
6840,481,65524
6846,549,65524
6853,517,65524
6860,506,65524
6866,439,65524
6874,421,65524
6880,543,65524
6886,537,65524
6893,470,65524
6900,562,65524
6906,541,65524
6913,516,65524
6920,505,65524
6926,618,65524
6933,583,65524
6940,509,65524
6946,481,65524
6953,430,65524
6960,516,65524
6966,500,65524
6973,361,65524
6980,543,65524
6986,513,65524
6993,460,65524
7000,453,65524
7006,530,65524
7012,487,65524
7020,461,65524
7026,490,65524
7033,561,65524
7041,526,65524
7046,519,65524
7053,508,65524
7060,556,65524
7066,469,65524
7073,435,65524
7080,399,65524
7086,380,65524
7093,315,65524
7100,434,65524
7106,499,65524
7113,512,65524
7120,563,65524
7127,622,65524
7133,541,65524
7140,544,65524
7146,536,65524
7153,496,65524
7160,505,65524
7166,495,65524
7173,533,65524
7180,554,65524
7186,580,65524
7193,505,65524
7200,517,65524
7206,467,65524
7214,498,65524
7220,510,65524
7226,538,65524
7233,508,65524
7240,461,65524
7246,472,65524
7254,502,65524
7259,477,65524
7266,479,65524
7272,517,65524
7280,519,65524
7286,535,65524
7293,481,65524
7301,481,65524
7306,501,65524
7313,491,65524
7320,470,65524
7326,462,65524
7333,462,65524
7341,475,65524
7346,483,65524
7353,477,65524
7360,478,65524
7366,484,65524
7373,489,65524
7380,508,65524
7386,508,65524
7393,516,65524
7400,522,65524
7406,539,65524
7413,567,65524
7420,552,65524
7427,539,65524
7433,538,65524
7440,563,65524
7445,556,65524
7453,550,65524
7460,586,65524
7467,544,65524
7473,525,65524
7480,532,65524
7486,545,65524
7493,556,65524
7500,524,65524
7506,506,65524
7514,504,65524
7520,523,65524
7526,534,65524
7533,514,65524
7540,533,65524
7546,557,65524
7554,538,65524
7560,521,65524
7566,509,65524
7573,528,65524
7580,528,65524
7586,515,65524
7593,515,65524
7600,489,65524
7606,430,65524
7613,420,65524
7620,364,65524
7626,456,65524
7633,608,65524
7641,644,65524
7646,605,65524
7653,568,65524
7660,535,65524
7666,523,65524
7673,425,65524
7681,362,65524
7686,383,65524
7693,530,65524
7700,632,65524
7706,617,65524
7713,584,65524
7720,561,65524
7727,535,65524
7733,525,65524
7740,511,65524
7746,498,65524
7753,501,65524
7760,502,65524
7767,470,65524
7773,457,65524
7780,452,65524
7786,463,65524
7793,445,65524
7800,380,65524
7806,432,65524
7813,505,65524
7820,413,65524
7826,310,65524
7832,389,65524
7840,556,65524
7846,655,65524
7854,651,65524
7860,618,65524
7866,597,65524
7873,553,65524
7880,528,65524
7886,499,65524
7894,495,65524
7900,491,65524
7906,482,65524
7913,479,65524
7920,475,65524
7926,475,65524
7932,474,65524
7941,492,65524
7946,484,65524
7953,473,65524
7960,478,65524
7966,472,65524
7973,484,65524
7981,491,65524
7986,484,65524
7993,492,65524
8000,512,65524
8006,512,65524
8013,492,65524
8019,472,65524
8026,474,65524
8033,484,65524
8040,489,65524
8046,496,65524
8053,501,65524
8060,483,65524
8067,438,65524
8073,389,65524
8080,352,65524
8086,374,65524
8093,429,65524
8100,440,65524
8107,494,65524
8113,560,65524
8119,548,65524
8126,546,65524
8133,481,65524
8140,425,65524
8146,546,65524
8154,599,65524
8160,560,65524
8166,562,65524
8173,553,65524
8180,479,65524
8186,525,65524
8194,611,65524
8200,529,65524
8206,399,65524
8213,566,65524
8220,640,65524
8226,578,65524
8233,555,65524
8240,521,65524
8246,513,65524
8253,508,65524
8260,528,65524
8266,515,65524
8273,485,65524
8281,486,65524
8286,489,65524
8293,480,65524
8300,475,65524
8305,465,65524
8313,454,65524
8321,456,65524
8326,456,65524
8333,452,65524
8340,465,65524
8346,463,65524
8353,461,65524
8360,475,65524
8366,492,65524
8373,489,65524
8380,497,65524
8386,507,65524
8392,528,65524
8400,527,65524
8407,529,65524
8413,529,65524
8420,525,65524
8426,538,65524
8433,562,65524
8440,557,65524
8446,547,65524
8453,543,65524
8460,557,65524
8466,553,65524
8473,538,65524
8480,505,65524
8486,365,65524
8493,436,65524
8500,633,65524
8506,644,65524
8513,616,65524
8520,578,65524
8526,558,65524
8534,541,65524
8540,521,65524
8546,515,65524
8553,525,65524
8560,531,65524
8566,527,65524
8573,531,65524
8581,534,65524
8586,516,65524
8593,514,65524
8600,522,65524
8606,508,65524
8613,500,65524
8621,522,65524
8626,496,65524
8633,483,65524
8640,504,65524
8646,512,65524
8652,568,65524
8660,569,65524
8666,550,65524
8673,529,65524
8680,523,65524
8686,524,65524
8693,519,65524
8700,517,65524
8707,494,65524
8713,482,65524
8720,499,65524
8726,514,65524
8733,499,65524
8739,509,65524
8747,559,65524
8753,552,65524
8760,540,65524
8766,527,65524
8773,533,65524
8780,523,65524
8786,519,65524
8794,483,65524
8800,490,65524
8806,514,65524
8813,512,65524
8820,507,65524
8826,527,65524
8834,521,65524
8840,517,65524
8846,505,65524
8853,510,65524
8860,501,65524
8866,489,65524
8873,519,65524
8880,538,65524
8886,543,65524
8893,540,65524
8900,478,65524
8906,467,65524
8912,488,65524
8921,493,65524
8926,495,65524
8933,520,65524
8940,548,65524
8946,536,65524
8953,536,65524
8961,542,65524
8966,533,65524
8973,486,65524
8980,450,65524
8986,478,65524
8993,537,65524
8999,538,65524
9007,488,65524
9013,462,65524
9020,423,65524
9026,379,65524
9033,355,65524
9040,411,65524
9047,482,65524
9053,527,65524
9060,524,65524
9066,534,65524
9073,535,65524
9080,522,65524
9086,530,65524
9093,533,65524
9099,532,65524
9106,541,65524
9113,542,65524
9120,538,65524
9126,557,65524
9134,568,65524
9140,536,65524
9146,509,65524
9153,494,65524
9160,496,65524
9166,516,65524
9174,519,65524
9180,504,65524
9185,531,65524
9193,540,65524
9200,504,65524
9206,493,65524
9213,527,65524
9220,510,65524
9226,469,65524
9233,472,65524
9240,474,65524
9246,481,65524
9253,468,65524
9261,471,65524
9266,479,65524
9272,482,65524
9280,480,65524
9286,495,65524
9293,505,65524
9300,471,65524
9306,482,65524
9313,491,65524
9320,482,65524
9326,488,65524
9333,503,65524
9340,513,65524
9347,523,65524
9353,531,65524
9360,528,65524
9366,548,65524
9372,587,65524
9380,555,65524
9387,532,65524
9393,520,65524
9400,514,65524
9406,523,65524
9413,528,65524
9420,531,65524
9426,520,65524
9434,524,65524
9440,530,65524
9446,527,65524
9453,538,65524
9460,530,65524
9466,523,65524
9473,506,65524
9480,511,65524
9486,508,65524
9493,511,65524
9500,509,65524
9506,510,65524
9513,516,65524
9520,518,65524
9526,512,65524
9533,527,65524
9540,539,65524
9546,519,65524
9553,510,65524
9560,503,65524
9566,490,65524
9572,502,65524
9580,510,65524
9586,506,65524
9593,504,65524
9601,505,65524
9606,512,65524
9613,523,65524
9620,503,65524
9626,490,65524
9633,516,65524
9640,523,65524
9646,512,65524
9653,503,65524
9659,506,65524
9666,501,65524
9673,506,65524
9680,508,65524
9687,507,65524
9693,505,65524
9700,495,65524
9706,506,65524
9713,520,65524
9720,505,65524
9726,502,65524
9733,493,65524
9740,496,65524
9746,496,65524
9753,505,65524
9760,510,65524
9766,511,65524
9774,519,65524
9780,523,65524
9786,513,65524
9793,518,65524
9800,508,65524
9806,501,65524
9814,500,65524
9820,500,65524
9826,508,65524
9833,527,65524
9840,524,65524
9845,512,65524
9853,525,65524
9861,532,65524
9866,526,65524
9873,493,65524
9880,430,65524
9886,389,65524
9893,386,65524
9901,434,65524
9906,479,65524
9913,524,65524
9920,542,65524
9926,541,65524
9933,539,65524
9940,547,65524
9945,545,65524
9953,528,65524
9960,532,65524
9966,515,65524
9973,523,65524
9980,515,65524
9987,503,65524
9993,520,65524
10000,520,65524
10006,513,65524
10013,518,65524
10020,520,65524
10027,515,65524
10033,513,65524
10040,527,65524
10045,518,65524
10053,498,65524
10060,507,65524
10066,500,65524
10074,496,65524
10080,503,65524
10086,499,65524
10093,503,65524
10100,502,65524
10106,508,65524
10114,510,65524
10120,486,65524
10126,454,65524
10132,466,65524
10140,509,65524
10146,495,65524
10153,503,65524
10160,499,65524
10166,501,65524
10173,499,65524
10180,493,65524
10186,504,65524
10193,517,65524
10201,553,65524
10206,559,65524
10213,535,65524
10220,530,65524
10226,533,65524
10232,534,65524
10241,534,65524
10246,535,65524
10253,520,65524
10260,537,65524
10266,560,65524
10273,570,65524
10280,528,65524
10287,497,65524
10293,502,65524
10300,508,65524
10306,509,65524
10313,517,65524
10319,515,65524
10327,507,65524
10332,515,65524
10340,511,65524
10346,506,65524
10353,510,65524
10360,520,65524
10366,518,65524
10373,512,65524
10380,509,65524
10386,509,65524
10393,519,65524
10400,512,65524
10406,508,65524
10414,510,65524
10419,509,65524
10426,502,65524
10433,502,65524
10440,523,65524
10446,528,65524
10454,530,65524
10460,500,65524
10466,485,65524
10473,507,65524
10480,505,65524
10486,506,65524
10493,512,65524
10501,504,65524
10506,498,65524
10513,502,65524
10519,510,65524
10526,512,65524
10533,500,65524
10541,495,65524
10546,504,65524
10553,528,65524
10560,504,65524
10566,491,65524
10573,493,65524
10580,500,65524
10586,493,65524
10593,495,65524
10600,492,65524
10606,481,65524
10613,487,65524
10620,495,65524
10627,497,65524
10633,506,65524
10640,515,65524
10646,514,65524
10653,536,65524
10660,503,65524
10667,489,65524
10673,492,65524
10680,500,65524
10686,501,65524
10693,518,65524
10700,517,65524
10705,520,65524
10714,524,65524
10720,514,65524
10726,514,65524
10733,506,65524
10740,505,65524
10746,478,65524
10754,450,65524
10760,412,65524
10766,395,65524
10773,424,65524
10780,472,65524
10786,492,65524
10793,512,65524
10800,533,65524
10806,530,65524
10813,545,65524
10819,547,65524
10826,533,65524
10833,538,65524
10841,533,65524
10846,522,65524
10853,517,65524
10860,528,65524
10866,525,65524
10873,518,65524
10881,506,65524
10886,498,65524
10893,506,65524
10900,523,65524
10905,521,65524
10913,510,65524
10920,526,65524
10926,527,65524
10933,520,65524
10940,508,65524
10946,499,65524
10953,501,65524
10960,494,65524
10967,490,65524
10973,492,65524
10980,487,65524
10986,478,65524
10993,480,65524
11000,501,65524
11005,498,65524
11013,497,65524
11019,491,65524
11026,482,65524
11033,487,65524
11040,496,65524
11046,497,65524
11054,500,65524
11060,491,65524
11066,493,65524
11073,502,65524
11080,506,65524
11086,519,65524
11094,535,65524
11100,533,65524
11105,530,65524
11113,534,65524
11120,528,65524
11126,525,65524
11133,526,65524
11140,528,65524
11146,518,65524
11153,508,65524
11160,521,65524
11166,522,65524
11173,524,65524
11181,520,65524
11186,511,65524
11192,507,65524
11200,513,65524
11206,512,65524
11213,515,65524
11220,511,65524
11226,514,65524
11233,515,65524
11240,517,65524
11246,518,65524
11253,517,65524
11260,514,65524
11267,513,65524
11273,519,65524
11280,515,65524
11286,512,65524
11292,518,65524
11300,508,65524
11307,509,65524
11313,513,65524
11320,509,65524
11326,505,65524
11333,512,65524
11340,517,65524
11346,501,65524
11354,502,65524
11360,507,65524
11366,508,65524
11373,508,65524
11380,512,65524
11386,511,65524
11393,510,65524
11400,503,65524
11406,505,65524
11413,500,65524
11420,509,65524
11426,518,65524
11433,509,65524
11440,499,65524
11446,502,65524
11453,521,65524
11460,507,65524
11466,489,65524
11473,501,65524
11480,508,65524
11486,509,65524
11492,512,65524
11500,503,65524
11506,500,65524
11513,505,65524
11521,504,65524
11526,501,65524
11533,506,65524
11540,502,65524
11546,503,65524
11553,507,65524
11560,499,65524
11566,492,65524
11573,503,65524
11579,504,65524
11586,494,65524
11592,494,65524
11600,507,65524
11607,507,65524
11613,512,65524
11620,517,65524
11626,521,65524
11633,517,65524
11640,506,65524
11646,503,65524
11653,516,65524
11660,520,65524
11666,517,65524
11673,498,65524
11679,508,65524
11686,508,65524
11694,516,65524
11700,515,65524
11706,511,65524
11713,520,65524
11720,507,65524
11726,489,65524
11734,478,65524
11740,450,65524
11746,394,65524
11753,367,65524
11760,410,65524
11765,454,65524
